Data,ano,mes,dia_semana,dia,Qt_almoco,Qt_jantar
2019-08-05,2019,8,0,5,801,544
2019-08-06,2019,8,1,6,912,539
2019-08-07,2019,8,2,7,927,587
2019-08-08,2019,8,3,8,948,550
2019-08-09,2019,8,4,9,661,338
2019-08-12,2019,8,0,12,834,633
2019-08-13,2019,8,1,13,1006,643
2019-08-14,2019,8,2,14,975,642
2019-08-15,2019,8,3,15,913,602
2019-08-16,2019,8,4,16,750,407
2019-08-19,2019,8,0,19,863,609
2019-08-20,2019,8,1,20,1022,663
2019-08-21,2019,8,2,21,991,628
2019-08-22,2019,8,3,22,969,649
2019-08-23,2019,8,4,23,773,406
2019-08-26,2019,8,0,26,824,593
2019-08-27,2019,8,1,27,957,664
2019-08-28,2019,8,2,28,989,714
2019-08-29,2019,8,3,29,931,577
2019-08-30,2019,8,4,30,679,368
2019-09-02,2019,9,0,2,839,607
2019-09-03,2019,9,1,3,958,654
2019-09-04,2019,9,2,4,918,670
2019-09-05,2019,9,3,5,938,591
2019-09-06,2019,9,4,6,724,357
2019-09-09,2019,9,0,9,824,579
2019-09-10,2019,9,1,10,963,640
2019-09-11,2019,9,2,11,962,640
2019-09-12,2019,9,3,12,952,611
2019-09-13,2019,9,4,13,781,405
2019-09-16,2019,9,0,16,867,587
2019-09-17,2019,9,1,17,991,651
2019-09-18,2019,9,2,18,927,655
2019-09-19,2019,9,3,19,956,650
2019-09-20,2019,9,4,20,752,384
2019-09-23,2019,9,0,23,817,598
2019-09-24,2019,9,1,24,970,615
2019-09-25,2019,9,2,25,966,607
2019-09-26,2019,9,3,26,845,547
2019-09-27,2019,9,4,27,717,357
2019-09-30,2019,9,0,30,814,563
2019-10-01,2019,10,1,1,910,629
2019-10-02,2019,10,2,2,919,581
2019-10-03,2019,10,3,3,839,554
2019-10-04,2019,10,4,4,684,324
2019-10-07,2019,10,0,7,774,530
2019-10-08,2019,10,1,8,924,579
2019-10-09,2019,10,2,9,849,585
2019-10-10,2019,10,3,10,812,534
2019-10-11,2019,10,4,11,698,353
2019-10-15,2019,10,1,15,821,616
2019-10-16,2019,10,2,16,907,611
2019-10-17,2019,10,3,17,842,553
2019-10-18,2019,10,4,18,678,365
2019-10-21,2019,10,0,21,775,582
2019-10-22,2019,10,1,22,908,639
2019-10-23,2019,10,2,23,908,599
2019-10-24,2019,10,3,24,803,501
2019-10-25,2019,10,4,25,589,298
2019-10-29,2019,10,1,29,836,550
2019-10-30,2019,10,2,30,866,567
2019-10-31,2019,10,3,31,782,539
2019-11-01,2019,11,4,1,640,333
2019-11-04,2019,11,0,4,798,533
2019-11-05,2019,11,1,5,915,562
2019-11-06,2019,11,2,6,852,581
2019-11-07,2019,11,3,7,809,485
2019-11-08,2019,11,4,8,677,329
2019-11-11,2019,11,0,11,743,526
2019-11-12,2019,11,1,12,865,599
2019-11-13,2019,11,2,13,871,583
2019-11-14,2019,11,3,14,717,398
2019-11-18,2019,11,0,18,745,519
2019-11-19,2019,11,1,19,873,545
2019-11-20,2019,11,2,20,819,546
2019-11-21,2019,11,3,21,834,519
2019-11-22,2019,11,4,22,656,350
2019-11-25,2019,11,0,25,735,514
2019-11-26,2019,11,1,26,823,499
2019-11-27,2019,11,2,27,806,507
2019-11-28,2019,11,3,28,776,480
2019-11-29,2019,11,4,29,599,256
2019-12-02,2019,12,0,2,645,473
2019-12-03,2019,12,1,3,702,408
2019-12-04,2019,12,2,4,664,383
2019-12-05,2019,12,3,5,629,352
2019-12-06,2019,12,4,6,487,224
2019-12-09,2019,12,0,9,378,255
2019-12-10,2019,12,1,10,410,212
2019-12-11,2019,12,2,11,393,177
2019-12-12,2019,12,3,12,333,140
2019-12-13,2019,12,4,13,238,76
2019-12-16,2019,12,0,16,130,0
2019-12-17,2019,12,1,17,134,0
2019-12-18,2019,12,2,18,150,0
2019-12-19,2019,12,3,19,120,0
2019-12-20,2019,12,4,20,106,0
2020-01-06,2020,1,0,6,82,0
2020-01-07,2020,1,1,7,91,0
2020-01-08,2020,1,2,8,132,0
2020-01-09,2020,1,3,9,114,0
2020-01-10,2020,1,4,10,80,0
2020-01-13,2020,1,0,13,94,0
2020-01-14,2020,1,1,14,118,0
2020-01-15,2020,1,2,15,138,0
2020-01-16,2020,1,3,16,122,0
2020-01-17,2020,1,4,17,94,0
2020-01-20,2020,1,0,20,115,0
2020-01-21,2020,1,1,21,171,0
2020-01-22,2020,1,2,22,160,0
2020-01-23,2020,1,3,23,147,0
2020-01-24,2020,1,4,24,153,0
2020-01-27,2020,1,0,27,102,0
2020-01-28,2020,1,1,28,138,0
2020-01-29,2020,1,2,29,155,0
2020-01-30,2020,1,3,30,142,0
2020-01-31,2020,1,4,31,131,0
2020-02-03,2020,2,0,3,219,45
2020-02-04,2020,2,1,4,261,55
2020-02-05,2020,2,2,5,223,35
2020-02-06,2020,2,3,6,210,38
2020-02-07,2020,2,4,7,136,0
2020-02-10,2020,2,0,10,129,0
2020-02-11,2020,2,1,11,143,0
2020-02-12,2020,2,2,12,173,0
2020-02-13,2020,2,3,13,149,0
2020-02-14,2020,2,4,14,184,0
2020-02-17,2020,2,0,17,723,503
2020-02-18,2020,2,1,18,961,577
2020-02-19,2020,2,2,19,912,413
2020-02-20,2020,2,3,20,779,379
2020-02-21,2020,2,4,21,487,132
2020-02-27,2020,2,3,27,689,501
2020-02-28,2020,2,4,28,657,289
2020-03-02,2020,3,0,2,847,614
2020-03-03,2020,3,1,3,1033,687
2020-03-04,2020,3,2,4,830,608
2020-03-05,2020,3,3,5,944,691
2020-03-06,2020,3,4,6,823,353
2020-03-09,2020,3,0,9,843,639
2020-03-10,2020,3,1,10,1001,626
2020-03-11,2020,3,2,11,1002,611
2020-03-12,2020,3,3,12,953,549
2020-03-13,2020,3,4,13,795,410
2020-03-16,2020,3,0,16,646,328
2020-03-17,2020,3,1,17,104,31
2020-03-18,2020,3,2,18,31,12
2020-03-20,2020,3,4,20,12,9
2020-03-23,2020,3,0,23,9,6
2020-03-24,2020,3,1,24,10,9
2020-03-26,2020,3,3,26,11,13
2020-03-27,2020,3,4,27,15,14
2020-03-30,2020,3,0,30,13,12
2020-03-31,2020,3,1,31,14,9
